"X","logFC","AveExpr","t","P.Value","adj.P.Val","B","phrog","function.","product","annotation_method","bitscore","fident","evalue","qStart","qEnd","qLen","tStart","tEnd","tLen","annotation_source","tophit_protein","function_with_highest_bitscore_proportion","top_bitscore_proportion_not_unknown","head_and_packaging_bitscore_proportion","integration_and_excision_bitscore_proportion","tail_bitscore_proportion","moron_auxiliary_metabolic_gene_and_host_takeover_bitscore_proportion","DNA_RNA_and_nucleotide_metabolism_bitscore_proportion","connector_bitscore_proportion","transcription_regulation_bitscore_proportion","lysis_bitscore_proportion","other_bitscore_proportion","unknown_function_bitscore_proportion"
"edge_16_8",0.0593030763848342,0.224435003376945,4.44064635213497,2.30450261321617e-05,0.000284356392992052,2.40800015388402,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1627_13",0.0860416103337511,0.199123307170397,6.85689813617876,9.07509254875494e-10,3.5474536773083e-07,12.0437755602632,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1627_15",0.0920475034823157,0.203707373757005,5.30061681476784,5.31351937666291e-06,0.000129815920271096,3.97303532077266,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1627_22",0.097607720820994,0.310516558801323,7.04285023668886,1.32481380726818e-10,1.00482609194499e-07,13.8316656364136,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1627_28",0.108842080635869,0.283898081039509,3.14320212779039,0.00361929919776425,0.00821514614998032,-2.1297719662071,"6616","tail","tail protein",NA,688,0.361,2.344e-15,1,190,205,19,214,738,"foldseek","envhog_protein2195104","tail",0.871,0.087,0,0.871,0.007,0,0,0,0.005,0.03,0
"edge_1627_29",0.10296622892294,0.273204385928202,3.09457777796429,0.00395443789121097,0.00870377123690522,-2.22155917074004,"6616","tail","tail protein",NA,317,0.195,2.285e-05,1,121,122,8,130,632,"foldseek","envhog_protein1050621","head and packaging",0.579,0.579,0,0.363,0,0,0,0,0.028,0.03,0
"edge_1627_33",0.102041127995825,0.258208275094056,3.7881146049827,0.000546958734680434,0.00208795087291584,-0.404314438853924,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1627_34",0.104927581423896,0.268352000746662,6.11310462476814,1.66724514730569e-06,6.2396477829383e-05,5.19681960568909,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1631_1",0.0754972505938942,0.23468796352141,5.56927438902008,1.73668014386375e-07,1.26781308013969e-05,7.0054073218236,"1059","connector","head-tail adaptor",NA,353,0.145,2.565e-06,3,114,131,7,103,111,"foldseek","envhog_protein902295","connector",0.881,0.084,0,0,0.035,0,0.881,0,0,0,0
"edge_1631_14",0.0814275328058162,0.235811887378731,5.74550441006803,4.47940352336573e-08,6.25356727601308e-06,8.25167016200629,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1631_19",0.0783079595772424,0.283484055178767,3.42998278585,0.00169900753716857,0.0047269896532327,-1.40961523133057,"3377","DNA, RNA and nucleotide metabolism","HNH endonuclease",NA,1649,0.513,1.203e-39,12,377,382,6,356,360,"foldseek","envhog_protein964800","DNA, RNA and nucleotide metabolism",0.998,0,0,0,0.001,0.998,0,0,0,0.001,0
"edge_1631_2",0.0840847353210143,0.204642353033112,3.99915507264102,0.000329296492083399,0.00152799943714094,0.0938195655014669,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1631_21",0.0655402903040192,0.199599080857204,4.82969978923056,3.5486527139276e-06,0.00010125316393243,4.130803918489,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1631_22",0.0784670403530824,0.231375825501486,6.40707481767246,5.91247806366294e-09,1.41323471225414e-06,10.2457542030644,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1631_28",0.0854026475765757,0.227643212458966,5.24172681623012,1.34533378301028e-05,0.000209518317043314,3.17479492176113,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1631_4",0.0894698903449418,0.243563425653352,6.63650619321673,4.75410274247247e-10,2.09385515822295e-07,12.5772938876388,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1631_43",0.0727968012850849,0.261388508097892,4.71469740453097,1.16019702443246e-05,0.000193895096832115,3.10905004337395,"1389","unknown function","hypothetical protein",NA,349,0.441,1.946e-07,1,111,114,5,115,117,"foldseek","protein476777","unknown function",0,0,0,0,0,0,0,0,0,0,0
"edge_1631_5",0.080226109223825,0.18928619361481,3.704555998391,0.000899834235710182,0.00295336022450974,-0.813421574403122,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1631_6",0.0766113183400178,0.203211257882625,5.28006871036972,5.85947325148823e-07,2.92692830635251e-05,5.8459051391363,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1631_7",0.0820628432522567,0.246680856578154,3.41826461872748,0.00191062337627184,0.00513307682326229,-1.5112116582797,"29","head and packaging","major head protein",NA,1579,0.573,3.021e-38,0,351,357,1,351,354,"foldseek","envhog_protein964143","head and packaging",1,1,0,0,0,0,0,0,0,0,0
"edge_1632_1",0.0737523565277058,0.365980128197362,3.68027918393274,0.000348527887637125,0.00158418082880642,-0.120351114740565,"5","connector","tail completion or Neck1 protein",NA,360,0.286,4.732e-08,0,174,175,0,179,181,"foldseek","protein299443","connector",0.991,0,0,0.009,0,0,0.991,0,0,0,0
"edge_1632_2",0.102447682358139,0.350734963896337,4.09108833991724,0.000234158719505622,0.00125215654520858,0.410319789497723,"3377","DNA, RNA and nucleotide metabolism","HNH endonuclease",NA,652,0.398,7.474e-15,0,152,155,0,161,162,"foldseek","envhog_protein1204844","DNA, RNA and nucleotide metabolism",0.998,0,0,0,0.002,0.998,0,0,0,0,0
"edge_1632_5",0.088507817133604,0.253005197094746,3.50858237264172,0.00150938292365385,0.00431711600731996,-1.29328290184519,"2115","tail","tail protein",NA,230,0.301,0.0001794,0,103,124,1,100,125,"foldseek","envhog_protein351860","tail",1,0,0,1,0,0,0,0,0,0,0
"edge_1633_14",0.113390050712508,0.37938468238631,6.93335879911414,4.82084840726697e-10,2.09385515822295e-07,12.6301722311346,"599","moron, auxiliary metabolic gene and host takeover","Lar-like restriction alleviation protein",NA,253,0.205,0.0003819,1,75,76,57,129,133,"foldseek","envhog_protein2207899","moron, auxiliary metabolic gene and host takeover",1,0,0,0,1,0,0,0,0,0,0
"edge_1633_2",0.101763866960802,0.224885999394132,5.83576999752693,1.82401450699136e-06,6.60191917391595e-05,5.04840789999429,"132","connector","head-tail adaptor",NA,254,0.448,5.695e-05,1,100,102,11,113,114,"foldseek","envhog_protein851072","connector",1,0,0,0,0,0,1,0,0,0,0
"edge_1633_38",0.098490695353359,0.269342276281096,6.80077533020318,1.04177461329769e-09,3.70208814852788e-07,11.9060129823663,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1633_46",0.0852630573900086,0.2221074404645,5.18633744343453,7.1158572215516e-06,0.000146597076852361,3.68806024175498,"378","DNA, RNA and nucleotide metabolism","single strand DNA binding protein",NA,562,0.522,1.292e-11,0,144,145,5,158,159,"foldseek","envhog_protein265474","DNA, RNA and nucleotide metabolism",0.987,0,0,0,0,0.987,0,0,0,0.013,0
"edge_1633_5",0.0825563866455365,0.238503063101354,4.25161576539448,0.000159245113067586,0.000962054911493829,0.774841899936345,"909","head and packaging","major head protein",NA,313,0.373,3.576e-06,0,105,111,0,109,201,"foldseek","envhog_protein1863672","head and packaging",1,1,0,0,0,0,0,0,0,0,0
"edge_1633_50",0.0867823914492256,0.188166179769928,5.5600920056737,4.04459476454216e-06,0.000110598386594879,4.28722665737095,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1633_56",0.0738035207701828,0.167901464421641,5.05451580983406,1.74757077518472e-05,0.000239693128427968,2.89049519501282,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1641_45",0.0745742226052906,0.277074477151869,3.52415294574623,0.001765682590315,0.00483675770535482,-1.39423493294946,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1641_46",0.0786656397044827,0.242129543350314,3.91924976992234,0.000661133130355414,0.00236015470918659,-0.469916226655533,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1641_47",0.0779203650075375,0.298507163366028,3.65875119335672,0.00126589789653015,0.00377269204480885,-1.0804019422752,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1672_54",0.071209580927069,0.285130296974804,4.76833643832227,9.30935669678145e-06,0.000166927868475774,3.30562366380923,"939","head and packaging","head protein",NA,303,0.21,4.607e-05,0,151,153,16,123,129,"foldseek","envhog_protein830047","connector",0.826,0.118,0,0.056,0,0,0.826,0,0,0,0
"edge_1709_54",0.0495538983248238,0.312615219549143,3.37036547951745,0.000955174317114548,0.00307922601540912,-1.06452851756112,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1732_43",0.0959295942330727,0.425916273712091,4.27807784079868,0.00034611076933958,0.00157502560808896,0.203054821917687,"1365","unknown function","hypothetical protein",NA,252,0.299,5.641e-05,4,131,133,4,131,135,"foldseek","protein574718","unknown function",0,0,0,0,0,0,0,0,0,0,0
"edge_1782_2",0.0625329237987797,0.236876881289519,3.65282259889667,0.000874543621223327,0.00290202972441595,-0.819333557917528,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1782_40",0.0527908833639282,0.297004430742089,2.97265224753368,0.00454562614535428,0.00962038581602051,-2.38512480556362,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1845_43",0.0760652997375174,0.44486937629516,4.25935530964914,0.00020138214270555,0.00111275568715567,0.618101838215885,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1845_6",0.0669607714908663,0.201200021207563,3.37394187174535,0.00397816871494364,0.00873142139624632,-2.02181299123877,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_1",0.0921463961355335,0.542903742287065,5.48805442847519,8.62223807052312e-06,0.000160496802941309,3.63046882704954,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_10",0.0810990716893142,0.387391880034082,4.52944146433414,0.000190842441590061,0.00107184354048211,0.765486487639788,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_11",0.0823202111659563,0.33641084228562,4.43357803650167,0.000382908361716241,0.00166125281459355,0.185319015749617,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_12",0.0915301453557286,0.495753535333966,4.64672890593101,0.00014466122137882,0.000912449569827115,1.03265484500446,"77","DNA, RNA and nucleotide metabolism","SbcC-like subunit of palindrome specific endonuclease",NA,753,0.146,1.27e-16,1,474,482,0,601,610,"foldseek","envhog_protein619030","DNA, RNA and nucleotide metabolism",0.97,0.001,0,0,0.018,0.97,0,0,0,0.006,0
"edge_1847_13",0.0929638625243267,0.432296269617399,6.00042131521597,2.23700350119251e-06,7.53831610875993e-05,4.91663917824737,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_14",0.0910500934819086,0.439574972436145,5.71522667448551,4.72953555533354e-06,0.000121629963722361,4.20274367842169,"23774","unknown function","hypothetical protein",NA,263,0.475,8.156e-06,1,120,125,20,139,145,"foldseek","protein69310","unknown function",0,0,0,0,0,0,0,0,0,0,0
"edge_1847_15",0.0821901639634079,0.382937477254289,4.57374250349297,0.000284805807101066,0.00140568926762382,0.47134587407425,"192","DNA, RNA and nucleotide metabolism","DNA polymerase exonuclease subunit",NA,1301,0.714,4.703e-31,0,269,272,23,288,337,"foldseek","envhog_protein267758","DNA, RNA and nucleotide metabolism",1,0,0,0,0,1,0,0,0,0,0
"edge_1847_16",0.083225783348826,0.302913558503006,4.26460298699767,0.000548177247547435,0.00208880860916147,-0.16128521156363,"6141","unknown function","hypothetical protein",NA,361,0.207,2.455e-07,7,206,220,4,203,216,"foldseek","protein479183","unknown function",0,0,0,0,0,0,0,0,0,0,0
"edge_1847_17",0.083729002018991,0.367880468546164,4.63268476501724,0.000251597961342788,0.00130264427932312,0.590419899225854,"144","DNA, RNA and nucleotide metabolism","HNH endonuclease",NA,517,0.553,3.22e-12,2,142,149,3,143,145,"foldseek","protein211740","DNA, RNA and nucleotide metabolism",1,0,0,0,0,1,0,0,0,0,0
"edge_1847_18",0.0836468058765465,0.36276520676572,4.65188532900332,0.000241655702619071,0.00127480720855324,0.629005441075957,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_19",0.0652786652072704,0.343552277516214,3.65706453897766,0.00120999247112721,0.00365522455149635,-1.03553467292814,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_2",0.0963214705384517,0.59887932760864,5.39244764000492,1.11115448690628e-05,0.000190291595850425,3.38960818459617,"298","DNA, RNA and nucleotide metabolism","exonuclease",NA,1650,0.612,1.841e-38,0,450,452,11,483,484,"foldseek","envhog_protein138901","DNA, RNA and nucleotide metabolism",0.987,0,0,0,0,0.987,0,0,0,0.013,0
"edge_1847_21",0.0830371988073815,0.357726028871404,4.69893302088625,0.0002189543353379,0.00119039290241426,0.723683760713635,"842","other","beta-glucosyl-HMC-alpha-glucosyltransferase",NA,385,0.148,5.156e-08,18,233,278,16,247,426,"foldseek","efam_protein289354","other",0.928,0,0,0,0.018,0.054,0,0,0,0.928,0
"edge_1847_22",0.0873730519472165,0.415999502379554,4.78164278129126,0.000105270021600893,0.000732207321063863,1.33653443954344,"392","other","metal-dependent hydrolase",NA,263,0.166,2.869e-05,16,148,164,9,125,1000,"foldseek","envhog_protein734417_1","DNA, RNA and nucleotide metabolism",0.539,0,0,0,0,0.539,0,0,0,0.461,0
"edge_1847_23",0.0911300319507356,0.420933516479671,5.06662783575653,5.3991316895451e-05,0.000487310528636892,1.97567760308737,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_24",0.0946077157685431,0.451541052142261,7.28938791314251,1.44221036449438e-10,1.00482609194499e-07,13.7966958407334,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_25",0.0863279048278959,0.373559357155049,4.90093805113363,0.000143699213294891,0.000910405550680272,1.13008082093491,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_26",0.0836377313266985,0.3600370666197,4.6525568076467,0.000241315351917182,0.00127473204141117,0.63027834925319,"4159","other","nucleotide pyrophosphohydrolase",NA,788,0.626,3.778e-18,0,237,238,99,337,338,"foldseek","envhog_protein1008915","other",1,0,0,0,0,0,0,0,0,1,0
"edge_1847_27",0.0813088175107907,0.339453290473826,4.71066354373334,0.000213641292390225,0.00117128164369339,0.746320058995137,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_28",0.0821522580306755,0.353528071762608,4.7069446251611,0.000215311272269772,0.00117549128952869,0.739521540257218,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_29",0.0904122742247355,0.339692906954841,4.36163289952903,0.000446000052333212,0.00182198956718364,0.0405113486773745,"645","DNA, RNA and nucleotide metabolism","Rnase E",NA,415,0.661,4.105e-10,5,111,143,25,142,242,"foldseek","envhog_protein649968","DNA, RNA and nucleotide metabolism",1,0,0,0,0,1,0,0,0,0,0
"edge_1847_3",0.0815503617295981,0.428965905731753,5.00679202103149,3.1031429295062e-05,0.000340261747780354,2.4073524866894,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_30",0.087766167661747,0.375812949252314,3.97126511871348,0.00102607564643128,0.00324771635781366,-0.759009793981818,"38","head and packaging","terminase large subunit",NA,2122,0.441,2.908e-52,7,507,518,2,498,500,"foldseek","efam_protein28782","head and packaging",0.991,0.991,0,0,0.002,0.002,0.004,0,0,0,0
"edge_1847_31",0.0894515525495972,0.451907521756786,4.88165135611904,8.3227906035085e-05,0.000648083435639736,1.56029089985582,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_32",0.0905560575893407,0.4591007571482,5.49925376690691,8.3700995083397e-06,0.000159343468185261,3.65769682469534,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_33",0.0932393563447823,0.564480059761621,5.34952598340983,1.24535293336018e-05,0.000199998510814142,3.27963434887599,"7376","head and packaging","portal protein",NA,2249,0.608,4.309e-50,5,525,532,67,583,604,"foldseek","envhog_protein107323","head and packaging",0.802,0.802,0,0,0,0,0.197,0,0,0,0
"edge_1847_34",0.0886320170433492,0.363540082268091,4.65945917597787,0.000140381081384136,0.000892275848992829,1.05862093417317,"30900","unknown function","hypothetical protein",NA,303,0.354,2.615e-06,18,144,174,10,130,132,"foldseek","protein191792","unknown function",0,0,0,0,0,0,0,0,0,0,0
"edge_1847_35",0.0829875741786629,0.33745509747065,4.6163313987539,0.000260394622312007,0.00133405318298511,0.556085750166755,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_36",0.0820537225472654,0.377994909804734,4.57670141782603,0.000283036751141804,0.00139872396992833,0.477116030126772,"7970","head and packaging","virion structural protein",NA,1258,0.644,2.436e-28,0,316,317,17,331,336,"foldseek","envhog_protein24665","head and packaging",1,1,0,0,0,0,0,0,0,0,0
"edge_1847_37",0.0804169006239745,0.37977425453506,5.03680625984688,2.86430725320102e-05,0.000325032128699575,2.48341937796615,"7231","head and packaging","virion structural protein",NA,477,0.624,5.655e-12,0,156,157,0,156,167,"foldseek","envhog_protein775497","head and packaging",1,1,0,0,0,0,0,0,0,0,0
"edge_1847_38",0.0878377083181689,0.397685657492407,5.04404362238915,5.69130033760242e-05,0.0005061792849238,1.9234037931153,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"edge_1847_39",0.0915412409459765,0.519436575294982,5.59512127882421,6.4942181590875e-06,0.000140253584441288,3.90076602201816,"5073","tail","tail fiber protein",NA,676,0.223,6.201e-15,1,445,446,0,402,403,"foldseek","efam_protein390737","tail",0.861,0,0,0.861,0,0,0.068,0,0,0.071,0
